Record Id,Vendor Name,Phone,Email,Website,GL Account,Category,Vendor Owner.id,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Street,City,State,Zip Code,Country,Description,Layout.id,Tag,Vendor Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Locked,Record Status,Email Opt Out,Unsubscribed Mode,Unsubscribed Time,Last Activity Time
zcrm_318358000014024001,PRO Sitemaps,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-26 13:14:11,2024-08-26 14:59:53,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-26 14:59:53,false,Available,false,,,2024-08-26 14:59:53
zcrm_318358000014031003,Biergarten am Aachener Weiher,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-27 13:28:55,2024-08-27 17:14:46,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-27 17:14:46,false,Available,false,,,2024-08-27 17:14:46
zcrm_318358000014038001,Lime,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-27 13:56:11,2024-08-27 17:14:46,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-27 17:14:46,false,Available,false,,,2024-08-27 17:14:46
zcrm_318358000014068003,Bundeskasse Trier,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:43:23,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014069003,Stadt Köln,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:50:47,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014074004,Deutsche Post E-Post Solutions,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:35:41,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014080083,Audible GmbH,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:30:50,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014090001,Der Vermögensberater Verlag,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:29:12,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014091001,Autohaus Brass GmbH & Co. KG,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 10:51:44,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014092001,DHL,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-30 11:08:39,2024-08-30 12:24:07,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-30 12:24:07,false,Available,false,,,2024-08-30 12:24:07
zcrm_318358000014117001,McFit,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-02 11:33:53,2024-09-02 18:02:10,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-02 18:02:10,false,Available,false,,,2024-09-02 18:02:10
zcrm_318358000014136001,DKB,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-03 16:13:26,2024-09-03 16:15:22,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-03 16:15:22,false,Available,false,,,2024-09-03 16:15:22
zcrm_318358000014228003,www.focus.com,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 22:08:21,2024-09-07 23:01:55,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 23:01:55,false,Available,false,,,2024-09-07 23:01:55
zcrm_318358000014238001,WISO Steuer,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 15:17:49,2024-09-07 16:00:22,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 16:00:22,false,Available,false,,,2024-09-07 16:00:22
zcrm_318358000014239001,Tim Wolff - DVAG,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 15:29:02,2024-09-07 16:00:22,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 16:00:22,false,Available,false,,,2024-09-07 16:00:22
zcrm_318358000014239006,Frank Kern,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 17:57:31,2024-09-07 18:00:36,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 18:00:36,false,Available,false,,,2024-09-07 18:00:36
zcrm_318358000014240003,Heilpraxis Hartmut Lohmann,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 17:47:24,2024-09-07 18:00:36,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 18:00:36,false,Available,false,,,2024-09-07 18:00:36
zcrm_318358000014242003,RECHT24,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 22:22:59,2024-09-07 23:01:55,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 23:01:55,false,Available,false,,,2024-09-07 23:01:55
zcrm_318358000014245001,Sony Playstation,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 17:50:28,2024-09-07 18:00:36,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 18:00:36,false,Available,false,,,2024-09-07 18:00:36
zcrm_318358000014246001,Zahnarzt am Rudolfplatz,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 17:53:55,2024-09-07 18:00:36,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 18:00:36,false,Available,false,,,2024-09-07 18:00:36
zcrm_318358000014247003,Sonority - VINEASXSOL,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 22:44:36,2024-09-07 23:01:55,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 23:01:55,false,Available,false,,,2024-09-07 23:01:55
zcrm_318358000014258001,POST SHOP - Deutsche Post,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 22:11:14,2024-09-07 23:01:55,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-07 23:01:55,false,Available,false,,,2024-09-07 23:01:55
zcrm_318358000014261001,XING,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-09-07 23:09:57,2024-09-08 00:13:22,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-09-08 00:13:22,false,Available,false,,,2024-09-08 00:13:22
