Record Id,Account Owner.id,Rating,Account Name,Phone,Fax,Parent Account.id,Website,Ticker Symbol,Account Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Account Number,Account Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Account Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Territories,Average monthly income,Expected retirement income,Pick List 1,Change Log Time,Dropbox Folder ID,Account Image,Locked,Last Enriched Time,Enrich Status,Record Status
zcrm_318358000002094193,zcrm_318358000000245015,,Mastermind Group,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094204,zcrm_318358000000245015,,Köln Bonn Airport - ICT Planung U Projekte,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:32:08,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094215,zcrm_318358000000245015,,Finkelstein Architekten,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094226,zcrm_318358000000245015,,WSI Student,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094237,zcrm_318358000000245015,,Leck Mich,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-07-22 17:45:30,EUR,1.000000000,2024-07-22 17:45:30,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-07-21 17:15:26,2022-09-04 12:33:00,2024-07-22 17:45:30,,,,,,,,false,,,Available
zcrm_318358000002094248,zcrm_318358000000245015,,Palanter Palast,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2025-01-31 17:15:24,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2025-01-31 17:15:24,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094259,zcrm_318358000000245015,,Comedy Academy,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094270,zcrm_318358000000245015,,Humanic - Student At WSI,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094281,zcrm_318358000000245015,,You Can Fight,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:44,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:29,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:29,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094292,zcrm_318358000000245015,,Schauspieler Sprecher,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:45,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094303,zcrm_318358000000245015,,DR-WALTER GmbH,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:45,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094976,zcrm_318358000000245015,,Skiing,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094987,zcrm_318358000000245015,,Vintage Flaneur,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002094998,zcrm_318358000000245015,,Rodrigo's Party,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095009,zcrm_318358000000245015,,AG Sprachendienst,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095020,zcrm_318358000000245015,,OKC,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:27,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002095031,zcrm_318358000000245015,,Helsinki,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:46,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095042,zcrm_318358000000245015,,'freie Autorin und Lektorin',,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095053,zcrm_318358000000245015,,AIESEC in Sweden,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:28,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002095064,zcrm_318358000000245015,,Rechtsanwalt für Migrationsrecht,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095075,zcrm_318358000000245015,,Vault Events,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095086,zcrm_318358000000245015,,Thomas’ Girl,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095097,zcrm_318358000000245015,,Black Sheep Pub,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095108,zcrm_318358000000245015,,CLAASILEIN DAS SCHEISSERLEIN,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2022-09-05 12:20:40,EUR,1.000000000,2022-09-05 12:20:40,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2022-08-28 17:15:26,2022-09-04 12:33:00,2022-09-05 12:20:40,,,,,,,,false,,,Available
zcrm_318358000002095119,zcrm_318358000000245015,,Barbershop,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095130,zcrm_318358000000245015,,Avignon Université,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:26,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002095141,zcrm_318358000000245015,,KöKo,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:29,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:29,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095152,zcrm_318358000000245015,,from Ireland??,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095163,zcrm_318358000000245015,,sas Institute,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095174,zcrm_318358000000245015,,Sacre cuore,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:47,2022-09-05 12:20:40,EUR,1.000000000,2022-09-05 12:20:40,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2022-08-28 17:15:26,2022-09-04 12:33:00,2022-09-05 12:20:40,,,,,,,,false,,,Available
zcrm_318358000002095822,zcrm_318358000000245015,,Hausmeister,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095833,zcrm_318358000000245015,,Frieda,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095844,zcrm_318358000000245015,,AdBaker,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2022-08-29 11:10:00,EUR,1.000000000,2022-08-29 11:10:00,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2022-08-28 17:15:26,,2022-08-29 11:10:00,,,,,,,,false,,,Available
zcrm_318358000002095855,zcrm_318358000000245015,,DR-WALTER Versicherungsmakler GmbH,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095866,zcrm_318358000000245015,,WSI,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2025-02-26 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2025-02-26 17:15:26,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095877,zcrm_318358000000245015,,Flinkster,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2022-08-29 11:10:00,EUR,1.000000000,2022-08-29 11:10:00,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2022-08-28 17:15:26,,2022-08-29 11:10:00,,,,,,,,false,,,Available
zcrm_318358000002095888,zcrm_318358000000245015,,Sardinien??,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095899,zcrm_318358000000245015,,InternationalSOS,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095910,zcrm_318358000000245015,,BASECAMP,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2022-08-29 11:10:00,EUR,1.000000000,2022-03-23 16:39:42,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2022-03-23 16:39:42,,2022-08-29 11:10:00,,,,,,,,false,,,Available
zcrm_318358000002095921,zcrm_318358000000245015,,The Cool Cats,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095932,zcrm_318358000000245015,,Alex marci,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:49,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095943,zcrm_318358000000245015,,Techniker Krankenkasse,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:50,2024-11-10 16:45:40,EUR,1.000000000,2025-01-03 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2025-01-03 17:15:26,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002095954,zcrm_318358000000245015,,Aus Russland ;),,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:50,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096600,zcrm_318358000000245015,,Improv Entertainment.,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:50,2023-10-16 17:19:28,EUR,1.000000000,2023-10-16 17:19:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-10-15 17:15:29,2022-09-04 12:32:08,2023-10-16 17:19:28,,,,,,,,false,,,Available
zcrm_318358000002096611,zcrm_318358000000245015,,Mana Bar,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:50,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:32:52,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096622,zcrm_318358000000245015,,IAmExpat,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:50,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096633,zcrm_318358000000245015,,African Abroad,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:28,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:28,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096644,zcrm_318358000000245015,,Wsimobova,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096655,zcrm_318358000000245015,,Hell Pizza,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:29,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:29,,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096677,zcrm_318358000000245015,,Unfall 21.06.2021 Cambio,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:26,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002096688,zcrm_318358000000245015,,'Wall Street Institute Cologne',,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:29,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:29,2022-09-04 12:32:08,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096699,zcrm_318358000000245015,,WSI Wall Street International Franchise,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096710,zcrm_318358000000245015,,WSE Student,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096721,zcrm_318358000000245015,,Wladimir Simonov Consulting,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:26,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002096732,zcrm_318358000000245015,,Kynd,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-08-15 11:17:09,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-08-15 11:17:09,,,,,,,,false,,,Available
zcrm_318358000002096743,zcrm_318358000000245015,,DVAG,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-08-15 11:17:09,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-08-15 11:17:09,,,,,,,,false,,,Available
zcrm_318358000002096754,zcrm_318358000000245015,,Patrick,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2023-04-16 17:45:45,EUR,1.000000000,2023-04-16 17:45:45,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2023-04-15 17:15:26,2022-09-04 12:33:00,2023-04-16 17:45:45,,,,,,,,false,,,Available
zcrm_318358000002096765,zcrm_318358000000245015,,KitKat,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:26,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096776,zcrm_318358000000245015,,Gentlemen Barber Clubs,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:51,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:30,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:30,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096787,zcrm_318358000000245015,,Neu,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:52,2024-08-15 11:17:09,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-08-15 11:17:09,,,,,,,,false,,,Available
zcrm_318358000002096809,zcrm_318358000000245015,,Published Author,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:52,2024-04-05 17:45:30,EUR,1.000000000,2024-04-05 17:45:30,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-04-04 17:15:24,2022-09-23 17:56:01,2024-04-05 17:45:30,,,,,,,,false,,,Available
zcrm_318358000002096831,zcrm_318358000000245015,,Oma Liebt Dich,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:52,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:27,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:27,2022-09-04 12:33:00,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096842,zcrm_318358000000245015,,Ventillösung Generali Deutschland,,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:52,2024-11-10 16:45:40,EUR,1.000000000,2025-01-03 17:15:26,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2025-01-03 17:15:26,2022-09-04 12:32:08,2024-11-10 16:45:40,,,,,,,,false,,,Available
zcrm_318358000002096853,zcrm_318358000000245015,,'UFA Show & Factual',,,,,,,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,2021-07-27 17:15:52,2024-11-10 16:45:40,EUR,1.000000000,2024-11-24 17:15:29,,,,,,,,,,,,zcrm_318358000000032035,0,,0,0,0,0,0,0,,,,2024-11-24 17:15:29,2022-09-04 12:32:08,2024-11-10 16:45:40,,,,,,,,false,,,Available
